City,State,Date,Avg_List_Price
Rochester,NY,2020-11-30,245661.0
Grand Rapids,MI,2020-11-30,319496.0
Tucson,AZ,2020-11-30,319844.0
Urban Honolulu,HI,2020-11-30,591000.0
Tulsa,OK,2020-11-30,274702.0
Fresno,CA,2020-11-30,388498.0
Worcester,MA,2020-11-30,385387.0
Stamford,CT,2020-11-30,763277.0
Albuquerque,NM,2020-11-30,332113.0
Albany,NY,2020-11-30,296792.0
Omaha,NE,2020-11-30,321478.0
New Haven,CT,2020-11-30,335953.0
Bakersfield,CA,2020-11-30,307667.0
Knoxville,TN,2020-11-30,316267.0
Greenville,SC,2020-11-30,284345.0
Ventura,CA,2020-11-30,864333.0
Allentown,PA,2020-11-30,321049.0
El Paso,TX,2020-11-30,219193.0
Baton Rouge,LA,2020-11-30,272100.0
Dayton,OH,2020-11-30,216172.0
McAllen,TX,2020-11-30,230663.0
Columbia,SC,2020-11-30,240526.0
Greensboro,NC,2020-11-30,270463.0
Akron,OH,2020-11-30,174283.0
North Port-Sarasota-Bradenton,FL,2020-11-30,381993.0
Little Rock,AR,2020-11-30,210083.0
Stockton,CA,2020-11-30,463842.0
Charleston,SC,2020-11-30,405131.0
Syracuse,NY,2020-11-30,189109.0
Colorado Springs,CO,2020-11-30,466077.0
Winston-Salem,NC,2020-11-30,289461.0
Wichita,KS,2020-11-30,230833.0
Springfield,MA,2020-11-30,315820.0
Fort Myers,FL,2020-11-30,270837.0
Boise City,ID,2020-11-30,443293.0
Toledo,OH,2020-11-30,194633.0
Madison,WI,2020-11-30,343300.0
Lakeland,FL,2020-11-30,253464.0
Ogden,UT,2020-11-30,451942.0
Daytona Beach,FL,2020-11-30,292948.0
Des Moines,IA,2020-11-30,270390.0
Provo,UT,2020-11-30,486834.0
Durham,NC,2020-11-30,425348.0
Fort Collins,CO,2020-11-30,453537.0
New York,NY,2020-12-31,658000.0
Los Angeles-Long Beach-Anaheim,CA,2020-12-31,991267.0
Chicago,IL,2020-12-31,340942.0
Dallas-Fort Worth,TX,2020-12-31,354593.0
Philadelphia,PA,2020-12-31,333333.0
Houston,TX,2020-12-31,336120.0
Washington,DC,2020-12-31,527141.0
Miami-Fort Lauderdale,FL,2020-12-31,401143.0
Atlanta,GA,2020-12-31,351605.0
Boston,MA,2020-12-31,666998.0
San Francisco,CA,2020-12-31,995824.0
Detroit,MI,2020-12-31,268267.0
Riverside,CA,2020-12-31,490000.0
Phoenix,AZ,2020-12-31,399600.0
Seattle,WA,2020-12-31,636650.0
Minneapolis-St Paul,MN,2020-12-31,369446.0
San Diego,CA,2020-12-31,816633.0
St. Louis,MO,2020-12-31,249867.0
Tampa,FL,2020-12-31,302359.0
Baltimore,MD,2020-12-31,346600.0
Denver,CO,2020-12-31,518333.0
Pittsburgh,PA,2020-12-31,234600.0
Portland,OR,2020-12-31,513872.0
Charlotte,NC,2020-12-31,370962.0
Sacramento,CA,2020-12-31,580133.0
San Antonio,TX,2020-12-31,291443.0
Orlando,FL,2020-12-31,331500.0
Cincinnati,OH,2020-12-31,310567.0
Cleveland,OH,2020-12-31,193133.0
Kansas City,MO,2020-12-31,339933.0
Las Vegas,NV,2020-12-31,347333.0
Columbus,OH,2020-12-31,324960.0
Indianapolis,IN,2020-12-31,279600.0
San Jose,CA,2020-12-31,1231333.0
Austin,TX,2020-12-31,401800.0
Virginia Beach,VA,2020-12-31,307633.0
Nashville,TN,2020-12-31,379600.0
Providence,RI,2020-12-31,396422.0
Milwaukee,WI,2020-12-31,233267.0
Jacksonville,FL,2020-12-31,306997.0
Memphis,TN,2020-12-31,257993.0
Oklahoma City,OK,2020-12-31,291920.0
Louisville-Jefferson County,KY,2020-12-31,259663.0
Hartford,CT,2020-12-31,333065.0
Richmond,VA,2020-12-31,387660.0
New Orleans,LA,2020-12-31,299000.0
Buffalo,NY,2020-12-31,224744.0
Raleigh,NC,2020-12-31,390446.0
Birmingham,AL,2020-12-31,276267.0
Salt Lake City,UT,2020-12-31,507889.0
Rochester,NY,2020-12-31,252785.0
Grand Rapids,MI,2020-12-31,322591.0
Tucson,AZ,2020-12-31,321511.0
Urban Honolulu,HI,2020-12-31,599333.0
Tulsa,OK,2020-12-31,274286.0
Fresno,CA,2020-12-31,388498.0
Worcester,MA,2020-12-31,391300.0
Stamford,CT,2020-12-31,754377.0
Albuquerque,NM,2020-12-31,327993.0
Albany,NY,2020-12-31,295385.0
Omaha,NE,2020-12-31,321197.0
New Haven,CT,2020-12-31,327230.0
Bakersfield,CA,2020-12-31,304667.0
Knoxville,TN,2020-12-31,306267.0
Greenville,SC,2020-12-31,281397.0
Ventura,CA,2020-12-31,863663.0
Allentown,PA,2020-12-31,322159.0
El Paso,TX,2020-12-31,223072.0
Baton Rouge,LA,2020-12-31,271233.0
Dayton,OH,2020-12-31,213667.0
McAllen,TX,2020-12-31,229330.0
Columbia,SC,2020-12-31,242134.0
Greensboro,NC,2020-12-31,265497.0
Akron,OH,2020-12-31,169283.0
North Port-Sarasota-Bradenton,FL,2020-12-31,384997.0
Little Rock,AR,2020-12-31,211908.0
Stockton,CA,2020-12-31,468974.0
Charleston,SC,2020-12-31,408963.0
Syracuse,NY,2020-12-31,187429.0
Colorado Springs,CO,2020-12-31,463024.0
Winston-Salem,NC,2020-12-31,281461.0
Wichita,KS,2020-12-31,229167.0
Springfield,MA,2020-12-31,309800.0
Fort Myers,FL,2020-12-31,270837.0
Boise City,ID,2020-12-31,452787.0
Toledo,OH,2020-12-31,187983.0
Madison,WI,2020-12-31,351600.0
Lakeland,FL,2020-12-31,255614.0
Ogden,UT,2020-12-31,458800.0
Daytona Beach,FL,2020-12-31,294497.0
Des Moines,IA,2020-12-31,270846.0
Provo,UT,2020-12-31,494239.0
Durham,NC,2020-12-31,422312.0
Fort Collins,CO,2020-12-31,454516.0
New York,NY,2021-01-31,664633.0
Los Angeles-Long Beach-Anaheim,CA,2021-01-31,997933.0
Chicago,IL,2021-01-31,332942.0
Dallas-Fort Worth,TX,2021-01-31,352375.0
Philadelphia,PA,2021-01-31,328300.0
Houston,TX,2021-01-31,334279.0
Washington,DC,2021-01-31,521175.0
Miami-Fort Lauderdale,FL,2021-01-31,399854.0
Atlanta,GA,2021-01-31,349933.0
Boston,MA,2021-01-31,665667.0
San Francisco,CA,2021-01-31,989227.0
Detroit,MI,2021-01-31,264933.0
Riverside,CA,2021-01-31,491667.0
Phoenix,AZ,2021-01-31,401963.0
Seattle,WA,2021-01-31,639983.0
Minneapolis-St Paul,MN,2021-01-31,370827.0
San Diego,CA,2021-01-31,817966.0
St. Louis,MO,2021-01-31,248300.0
Tampa,FL,2021-01-31,300183.0
Baltimore,MD,2021-01-31,341267.0
Denver,CO,2021-01-31,523967.0
Pittsburgh,PA,2021-01-31,234300.0
Portland,OR,2021-01-31,520920.0
Charlotte,NC,2021-01-31,370628.0
Sacramento,CA,2021-01-31,587283.0
San Antonio,TX,2021-01-31,289743.0
Orlando,FL,2021-01-31,329330.0
Cincinnati,OH,2021-01-31,311133.0
Cleveland,OH,2021-01-31,191500.0
Kansas City,MO,2021-01-31,342583.0
Las Vegas,NV,2021-01-31,346333.0
Columbus,OH,2021-01-31,325297.0
Indianapolis,IN,2021-01-31,277298.0
San Jose,CA,2021-01-31,1216296.0
Austin,TX,2021-01-31,404463.0
Virginia Beach,VA,2021-01-31,302600.0
Nashville,TN,2021-01-31,381267.0
Providence,RI,2021-01-31,396606.0
Milwaukee,WI,2021-01-31,228267.0
Jacksonville,FL,2021-01-31,306993.0
Memphis,TN,2021-01-31,253293.0
Oklahoma City,OK,2021-01-31,291436.0
Louisville-Jefferson County,KY,2021-01-31,256633.0
Hartford,CT,2021-01-31,330505.0
Richmond,VA,2021-01-31,392630.0
New Orleans,LA,2021-01-31,297633.0
Buffalo,NY,2021-01-31,224109.0
Raleigh,NC,2021-01-31,390613.0
Birmingham,AL,2021-01-31,277633.0
Salt Lake City,UT,2021-01-31,521309.0
Rochester,NY,2021-01-31,260865.0
Grand Rapids,MI,2021-01-31,328384.0
Tucson,AZ,2021-01-31,326511.0
Urban Honolulu,HI,2021-01-31,602667.0
Tulsa,OK,2021-01-31,272324.0
Fresno,CA,2021-01-31,389820.0
Worcester,MA,2021-01-31,396267.0
Stamford,CT,2021-01-31,748019.0
Albuquerque,NM,2021-01-31,331330.0
Albany,NY,2021-01-31,293878.0
Omaha,NE,2021-01-31,320802.0
New Haven,CT,2021-01-31,320606.0
Bakersfield,CA,2021-01-31,297667.0
Knoxville,TN,2021-01-31,299900.0
Greenville,SC,2021-01-31,277763.0
Ventura,CA,2021-01-31,865663.0
Allentown,PA,2021-01-31,323210.0
El Paso,TX,2021-01-31,228300.0
Baton Rouge,LA,2021-01-31,269600.0
Dayton,OH,2021-01-31,212333.0
McAllen,TX,2021-01-31,226000.0
Columbia,SC,2021-01-31,243568.0
Greensboro,NC,2021-01-31,266163.0
Akron,OH,2021-01-31,162617.0
North Port-Sarasota-Bradenton,FL,2021-01-31,386328.0
Little Rock,AR,2021-01-31,213878.0
Stockton,CA,2021-01-31,473151.0
Charleston,SC,2021-01-31,412930.0
Syracuse,NY,2021-01-31,182880.0
Colorado Springs,CO,2021-01-31,462646.0
Winston-Salem,NC,2021-01-31,278594.0
Wichita,KS,2021-01-31,228300.0
Springfield,MA,2021-01-31,302467.0
Fort Myers,FL,2021-01-31,269978.0
Boise City,ID,2021-01-31,460692.0
Toledo,OH,2021-01-31,182983.0
Madison,WI,2021-01-31,359700.0
Lakeland,FL,2021-01-31,257810.0
Ogden,UT,2021-01-31,466167.0
Daytona Beach,FL,2021-01-31,296333.0
Des Moines,IA,2021-01-31,272593.0
Provo,UT,2021-01-31,503762.0
Durham,NC,2021-01-31,419120.0
Fort Collins,CO,2021-01-31,457346.0
New York,NY,2021-02-28,669967.0
Los Angeles-Long Beach-Anaheim,CA,2021-02-28,999600.0
Chicago,IL,2021-02-28,332997.0
Dallas-Fort Worth,TX,2021-02-28,354042.0
Philadelphia,PA,2021-02-28,324967.0
Houston,TX,2021-02-28,333337.0
Washington,DC,2021-02-28,519506.0
Miami-Fort Lauderdale,FL,2021-02-28,399867.0
Atlanta,GA,2021-02-28,351267.0
Boston,MA,2021-02-28,672633.0
San Francisco,CA,2021-02-28,984600.0
Detroit,MI,2021-02-28,266633.0
Riverside,CA,2021-02-28,493333.0
Phoenix,AZ,2021-02-28,405297.0
Seattle,WA,2021-02-28,654983.0
Minneapolis-St Paul,MN,2021-02-28,379427.0
San Diego,CA,2021-02-28,834633.0
St. Louis,MO,2021-02-28,253300.0
Tampa,FL,2021-02-28,300705.0
Baltimore,MD,2021-02-28,342967.0
Denver,CO,2021-02-28,535633.0
Pittsburgh,PA,2021-02-28,237667.0
Portland,OR,2021-02-28,525750.0
Charlotte,NC,2021-02-28,372126.0
Sacramento,CA,2021-02-28,590317.0
San Antonio,TX,2021-02-28,291409.0
Orlando,FL,2021-02-28,328997.0
Cincinnati,OH,2021-02-28,320300.0
Cleveland,OH,2021-02-28,199667.0
Kansas City,MO,2021-02-28,354267.0
Las Vegas,NV,2021-02-28,346333.0
Columbus,OH,2021-02-28,328993.0
Indianapolis,IN,2021-02-28,279598.0
San Jose,CA,2021-02-28,1216296.0
Austin,TX,2021-02-28,414297.0
Virginia Beach,VA,2021-02-28,299930.0
Nashville,TN,2021-02-28,388680.0
Providence,RI,2021-02-28,407169.0
Milwaukee,WI,2021-02-28,226300.0
Jacksonville,FL,2021-02-28,310963.0
Memphis,TN,2021-02-28,246297.0
Oklahoma City,OK,2021-02-28,294489.0
Louisville-Jefferson County,KY,2021-02-28,261967.0
Hartford,CT,2021-02-28,332681.0
Richmond,VA,2021-02-28,396280.0
New Orleans,LA,2021-02-28,295133.0
Buffalo,NY,2021-02-28,232855.0
Raleigh,NC,2021-02-28,394133.0
Birmingham,AL,2021-02-28,280100.0
Salt Lake City,UT,2021-02-28,528845.0
Rochester,NY,2021-02-28,274777.0
Grand Rapids,MI,2021-02-28,337995.0
Tucson,AZ,2021-02-28,334887.0
Urban Honolulu,HI,2021-02-28,586333.0
Tulsa,OK,2021-02-28,270325.0
Fresno,CA,2021-02-28,389406.0
Worcester,MA,2021-02-28,399600.0
Stamford,CT,2021-02-28,782171.0
Albuquerque,NM,2021-02-28,336330.0
Albany,NY,2021-02-28,296072.0
Omaha,NE,2021-02-28,327140.0
New Haven,CT,2021-02-28,317980.0
Bakersfield,CA,2021-02-28,291333.0
Knoxville,TN,2021-02-28,299900.0
Greenville,SC,2021-02-28,278630.0
Ventura,CA,2021-02-28,899163.0
Allentown,PA,2021-02-28,329372.0
El Paso,TX,2021-02-28,228316.0
Baton Rouge,LA,2021-02-28,271267.0
Dayton,OH,2021-02-28,218000.0
McAllen,TX,2021-02-28,226000.0
Columbia,SC,2021-02-28,245633.0
Greensboro,NC,2021-02-28,269500.0
Akron,OH,2021-02-28,163300.0
North Port-Sarasota-Bradenton,FL,2021-02-28,392332.0
Little Rock,AR,2021-02-28,214425.0
Stockton,CA,2021-02-28,485366.0
Charleston,SC,2021-02-28,422133.0
Syracuse,NY,2021-02-28,182880.0
Colorado Springs,CO,2021-02-28,478772.0
Winston-Salem,NC,2021-02-28,278267.0
Wichita,KS,2021-02-28,234950.0
Springfield,MA,2021-02-28,303967.0
Fort Myers,FL,2021-02-28,272723.0
Boise City,ID,2021-02-28,468999.0
Toledo,OH,2021-02-28,188300.0
Madison,WI,2021-02-28,366967.0
Lakeland,FL,2021-02-28,260621.0
Ogden,UT,2021-02-28,475500.0
Daytona Beach,FL,2021-02-28,299667.0
Des Moines,IA,2021-02-28,276460.0
Provo,UT,2021-02-28,506424.0
Durham,NC,2021-02-28,419797.0
Fort Collins,CO,2021-02-28,455591.0
New York,NY,2021-03-31,673300.0
Los Angeles-Long Beach-Anaheim,CA,2021-03-31,1012933.0
Chicago,IL,2021-03-31,338300.0
Dallas-Fort Worth,TX,2021-03-31,360042.0
Philadelphia,PA,2021-03-31,326600.0
Houston,TX,2021-03-31,338337.0
Washington,DC,2021-03-31,519997.0
Miami-Fort Lauderdale,FL,2021-03-31,402547.0
Atlanta,GA,2021-03-31,357963.0
Boston,MA,2021-03-31,684633.0
San Francisco,CA,2021-03-31,984304.0
Detroit,MI,2021-03-31,276633.0
Riverside,CA,2021-03-31,494967.0
Phoenix,AZ,2021-03-31,413660.0
Seattle,WA,2021-03-31,670000.0
Minneapolis-St Paul,MN,2021-03-31,387767.0
San Diego,CA,2021-03-31,843000.0
St. Louis,MO,2021-03-31,261633.0
Tampa,FL,2021-03-31,306715.0
Baltimore,MD,2021-03-31,352333.0
Denver,CO,2021-03-31,547300.0
Pittsburgh,PA,2021-03-31,244300.0
Portland,OR,2021-03-31,534650.0
Charlotte,NC,2021-03-31,377963.0
Sacramento,CA,2021-03-31,585650.0
San Antonio,TX,2021-03-31,295133.0
Orlando,FL,2021-03-31,331597.0
Cincinnati,OH,2021-03-31,332212.0
Cleveland,OH,2021-03-31,213166.0
Kansas City,MO,2021-03-31,370367.0
Las Vegas,NV,2021-03-31,356333.0
Columbus,OH,2021-03-31,336663.0
Indianapolis,IN,2021-03-31,286962.0
San Jose,CA,2021-03-31,1239296.0
Austin,TX,2021-03-31,431993.0
Virginia Beach,VA,2021-03-31,302297.0
Nashville,TN,2021-03-31,398710.0
Providence,RI,2021-03-31,411300.0
Milwaukee,WI,2021-03-31,227933.0
Jacksonville,FL,2021-03-31,317963.0
Memphis,TN,2021-03-31,244933.0
Oklahoma City,OK,2021-03-31,302167.0
Louisville-Jefferson County,KY,2021-03-31,270967.0
Hartford,CT,2021-03-31,339900.0
Richmond,VA,2021-03-31,400617.0
New Orleans,LA,2021-03-31,295433.0
Buffalo,NY,2021-03-31,243300.0
Raleigh,NC,2021-03-31,400100.0
Birmingham,AL,2021-03-31,282267.0
Salt Lake City,UT,2021-03-31,528333.0
Rochester,NY,2021-03-31,280733.0
Grand Rapids,MI,2021-03-31,347567.0
Tucson,AZ,2021-03-31,348220.0
Urban Honolulu,HI,2021-03-31,576333.0
Tulsa,OK,2021-03-31,281368.0
Fresno,CA,2021-03-31,392121.0
Worcester,MA,2021-03-31,399900.0
Stamford,CT,2021-03-31,812633.0
Albuquerque,NM,2021-03-31,345833.0
Albany,NY,2021-03-31,303267.0
Omaha,NE,2021-03-31,334100.0
New Haven,CT,2021-03-31,324933.0
Bakersfield,CA,2021-03-31,292966.0
Knoxville,TN,2021-03-31,306567.0
Greenville,SC,2021-03-31,285210.0
Ventura,CA,2021-03-31,923167.0
Allentown,PA,2021-03-31,337100.0
El Paso,TX,2021-03-31,231650.0
Baton Rouge,LA,2021-03-31,276297.0
Dayton,OH,2021-03-31,224833.0
McAllen,TX,2021-03-31,231000.0
Columbia,SC,2021-03-31,250100.0
Greensboro,NC,2021-03-31,276083.0
Akron,OH,2021-03-31,172967.0
North Port-Sarasota-Bradenton,FL,2021-03-31,403998.0
Little Rock,AR,2021-03-31,221000.0
Stockton,CA,2021-03-31,489892.0
Charleston,SC,2021-03-31,432830.0
Syracuse,NY,2021-03-31,184547.0
Colorado Springs,CO,2021-03-31,495493.0
Winston-Salem,NC,2021-03-31,280912.0
Wichita,KS,2021-03-31,243917.0
Springfield,MA,2021-03-31,317600.0
Fort Myers,FL,2021-03-31,375573.0
Boise City,ID,2021-03-31,482842.0
Toledo,OH,2021-03-31,194633.0
Madison,WI,2021-03-31,370300.0
Lakeland,FL,2021-03-31,265598.0
Ogden,UT,2021-03-31,485467.0
Daytona Beach,FL,2021-03-31,304633.0
Des Moines,IA,2021-03-31,282427.0
Provo,UT,2021-03-31,504330.0
Durham,NC,2021-03-31,428688.0
Fort Collins,CO,2021-03-31,451267.0
New York,NY,2021-04-30,676333.0
Los Angeles-Long Beach-Anaheim,CA,2021-04-30,1019933.0
Chicago,IL,2021-04-30,346633.0
Dallas-Fort Worth,TX,2021-04-30,369597.0
Philadelphia,PA,2021-04-30,333300.0
Houston,TX,2021-04-30,345759.0
Washington,DC,2021-04-30,528236.0
Miami-Fort Lauderdale,FL,2021-04-30,410900.0
Atlanta,GA,2021-04-30,374163.0
Boston,MA,2021-04-30,694633.0
San Francisco,CA,2021-04-30,990333.0
Detroit,MI,2021-04-30,288300.0
Riverside,CA,2021-04-30,506633.0
Phoenix,AZ,2021-04-30,422997.0
Seattle,WA,2021-04-30,686650.0
Minneapolis-St Paul,MN,2021-04-30,392733.0
San Diego,CA,2021-04-30,856633.0
St. Louis,MO,2021-04-30,271600.0
Tampa,FL,2021-04-30,317827.0
Baltimore,MD,2021-04-30,362633.0
Denver,CO,2021-04-30,563460.0
Pittsburgh,PA,2021-04-30,252083.0
Portland,OR,2021-04-30,551317.0
Charlotte,NC,2021-04-30,387993.0
Sacramento,CA,2021-04-30,588663.0
San Antonio,TX,2021-04-30,301000.0
Orlando,FL,2021-04-30,338567.0
Cincinnati,OH,2021-04-30,346903.0
Cleveland,OH,2021-04-30,229163.0
Kansas City,MO,2021-04-30,384383.0
Las Vegas,NV,2021-04-30,374000.0
Columbus,OH,2021-04-30,345327.0
Indianapolis,IN,2021-04-30,294627.0
San Jose,CA,2021-04-30,1256000.0
Austin,TX,2021-04-30,455963.0
Virginia Beach,VA,2021-04-30,307330.0
Nashville,TN,2021-04-30,412040.0
Providence,RI,2021-04-30,417300.0
Milwaukee,WI,2021-04-30,232600.0
Jacksonville,FL,2021-04-30,328617.0
Memphis,TN,2021-04-30,248267.0
Oklahoma City,OK,2021-04-30,313333.0
Louisville-Jefferson County,KY,2021-04-30,280317.0
Hartford,CT,2021-04-30,348233.0
Richmond,VA,2021-04-30,401650.0
New Orleans,LA,2021-04-30,303767.0
Buffalo,NY,2021-04-30,258267.0
Raleigh,NC,2021-04-30,405933.0
Birmingham,AL,2021-04-30,288233.0
Salt Lake City,UT,2021-04-30,533300.0
Rochester,NY,2021-04-30,282400.0
Grand Rapids,MI,2021-04-30,356467.0
Tucson,AZ,2021-04-30,364553.0
Urban Honolulu,HI,2021-04-30,576333.0
Tulsa,OK,2021-04-30,293800.0
Fresno,CA,2021-04-30,401617.0
Worcester,MA,2021-04-30,399900.0
Stamford,CT,2021-04-30,829000.0
Albuquerque,NM,2021-04-30,352498.0
Albany,NY,2021-04-30,308233.0
Omaha,NE,2021-04-30,340133.0
New Haven,CT,2021-04-30,339900.0
Bakersfield,CA,2021-04-30,301631.0
Knoxville,TN,2021-04-30,328233.0
Greenville,SC,2021-04-30,298510.0
Ventura,CA,2021-04-30,943167.0
Allentown,PA,2021-04-30,344100.0
El Paso,TX,2021-04-30,234967.0
Baton Rouge,LA,2021-04-30,284985.0
Dayton,OH,2021-04-30,231467.0
McAllen,TX,2021-04-30,238333.0
Columbia,SC,2021-04-30,255567.0
Greensboro,NC,2021-04-30,282247.0
Akron,OH,2021-04-30,186333.0
North Port-Sarasota-Bradenton,FL,2021-04-30,421000.0
Little Rock,AR,2021-04-30,226000.0
Stockton,CA,2021-04-30,501559.0
Charleston,SC,2021-04-30,445530.0
Syracuse,NY,2021-04-30,191567.0
Colorado Springs,CO,2021-04-30,516376.0
Winston-Salem,NC,2021-04-30,282078.0
Wichita,KS,2021-04-30,248583.0
Springfield,MA,2021-04-30,338300.0
Fort Myers,FL,2021-04-30,375573.0
Boise City,ID,2021-04-30,505223.0
Toledo,OH,2021-04-30,197950.0
Madison,WI,2021-04-30,371233.0
Lakeland,FL,2021-04-30,302767.0416666667
Ogden,UT,2021-04-30,499797.0
Daytona Beach,FL,2021-04-30,313300.0
Des Moines,IA,2021-04-30,290433.0
Provo,UT,2021-04-30,509630.0
Durham,NC,2021-04-30,447800.0
Fort Collins,CO,2021-04-30,451600.0
New York,NY,2021-05-31,676333.0
Los Angeles-Long Beach-Anaheim,CA,2021-05-31,1022798.0
Chicago,IL,2021-05-31,353267.0
Dallas-Fort Worth,TX,2021-05-31,379630.0
Philadelphia,PA,2021-05-31,339967.0
Houston,TX,2021-05-31,356748.0
Washington,DC,2021-05-31,534906.0
Miami-Fort Lauderdale,FL,2021-05-31,460929.63636363635
Atlanta,GA,2021-05-31,389463.0
Boston,MA,2021-05-31,697967.0
San Francisco,CA,2021-05-31,993667.0
Detroit,MI,2021-05-31,298267.0
Riverside,CA,2021-05-31,520967.0
Phoenix,AZ,2021-05-31,436663.0
Seattle,WA,2021-05-31,698313.0
Minneapolis-St Paul,MN,2021-05-31,392900.0
San Diego,CA,2021-05-31,856633.0
St. Louis,MO,2021-05-31,273933.0
Tampa,FL,2021-05-31,333830.0
Baltimore,MD,2021-05-31,372600.0
Denver,CO,2021-05-31,580093.0
Pittsburgh,PA,2021-05-31,257050.0
Portland,OR,2021-05-31,573317.0
Charlotte,NC,2021-05-31,398663.0
Sacramento,CA,2021-05-31,598963.0
San Antonio,TX,2021-05-31,306330.0
Orlando,FL,2021-05-31,347200.0
Cincinnati,OH,2021-05-31,361103.0
Cleveland,OH,2021-05-31,237630.0
Kansas City,MO,2021-05-31,391967.0
Las Vegas,NV,2021-05-31,398000.0
Columbus,OH,2021-05-31,349997.0
Indianapolis,IN,2021-05-31,300063.0
San Jose,CA,2021-05-31,1272633.0
Austin,TX,2021-05-31,477297.0
Virginia Beach,VA,2021-05-31,310667.0
Nashville,TN,2021-05-31,424960.0
Providence,RI,2021-05-31,417267.0
Milwaukee,WI,2021-05-31,239267.0
Jacksonville,FL,2021-05-31,340313.0
Memphis,TN,2021-05-31,256600.0
Oklahoma City,OK,2021-05-31,320933.0
Louisville-Jefferson County,KY,2021-05-31,288283.0
Hartford,CT,2021-05-31,351567.0
Richmond,VA,2021-05-31,401633.0
New Orleans,LA,2021-05-31,314933.0
Buffalo,NY,2021-05-31,263300.0
Raleigh,NC,2021-05-31,410967.0
Birmingham,AL,2021-05-31,293767.0
Salt Lake City,UT,2021-05-31,544967.0
Rochester,NY,2021-05-31,273233.0
Grand Rapids,MI,2021-05-31,364626.0
Tucson,AZ,2021-05-31,376333.0
Urban Honolulu,HI,2021-05-31,601333.0
Tulsa,OK,2021-05-31,306196.0
Fresno,CA,2021-05-31,415813.0
Worcester,MA,2021-05-31,399900.0
Stamford,CT,2021-05-31,820833.0
Albuquerque,NM,2021-05-31,363030.0
Albany,NY,2021-05-31,307933.0
Omaha,NE,2021-05-31,340133.0
New Haven,CT,2021-05-31,351567.0
Bakersfield,CA,2021-05-31,313298.0
Knoxville,TN,2021-05-31,348233.0
Greenville,SC,2021-05-31,309510.0
Ventura,CA,2021-05-31,946667.0
Allentown,PA,2021-05-31,347293.0
El Paso,TX,2021-05-31,241300.0
Baton Rouge,LA,2021-05-31,294682.0
Dayton,OH,2021-05-31,237467.0
McAllen,TX,2021-05-31,244667.0
Columbia,SC,2021-05-31,261400.0
Greensboro,NC,2021-05-31,288597.0
Akron,OH,2021-05-31,196333.0
North Port-Sarasota-Bradenton,FL,2021-05-31,437667.0
Little Rock,AR,2021-05-31,230967.0
Stockton,CA,2021-05-31,512283.0
Charleston,SC,2021-05-31,462330.0
Syracuse,NY,2021-05-31,199933.0
Colorado Springs,CO,2021-05-31,537425.0
Winston-Salem,NC,2021-05-31,283745.0
Wichita,KS,2021-05-31,243567.0
Springfield,MA,2021-05-31,349966.0
Fort Myers,FL,2021-05-31,375573.0
Boise City,ID,2021-05-31,528378.0
Toledo,OH,2021-05-31,196583.0
Madison,WI,2021-05-31,373967.0
Lakeland,FL,2021-05-31,302767.0416666667
Ogden,UT,2021-05-31,513930.0
Daytona Beach,FL,2021-05-31,321600.0
Des Moines,IA,2021-05-31,300100.0
Provo,UT,2021-05-31,523283.0
Durham,NC,2021-05-31,464467.0
Fort Collins,CO,2021-05-31,461008.0
New York,NY,2021-06-30,669667.0
